Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,1,Cogs,Difference Between Actual And Target Profit,Inventory,Ji Lu Shu,Margin,Marketing,Profit,Sales,Target Cogs,Target Margin,Target Profit,Target Sales,Total Expenses,Zero
314,12/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,1,38,6,256,1,51,12,16,95,30,40,10,70,40,0
660,12/1/2013 12:00:00 AM,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,1,39,3,250,1,49,14,3,94,30,40,0,70,47,0
603,12/1/2013 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,1,0,17,344,1,43,0,47,46,0,40,30,40,11,0
253,12/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,1,41,25,320,1,66,12,45,114,30,40,20,70,36,0
435,12/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,1,38,8,256,1,51,12,18,95,20,40,10,60,39,0
253,12/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,1,43,22,466,1,63,13,42,113,30,40,20,70,35,0
216,10/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,1,51,-35,503,1,71,46,-5,122,40,70,30,110,76,0
440,10/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,1,52,-34,405,1,71,17,26,123,40,70,60,110,45,0
937,10/1/2012 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,1,43,-32,419,1,64,13,28,107,30,70,60,100,36,0
774,10/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,1,51,-41,542,1,65,46,-11,116,30,70,30,100,76,0
832,10/1/2012 12:00:00 AM,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,1,72,5,-868,1,110,23,55,182,40,70,50,110,55,0
863,10/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,1,48,-14,851,1,70,13,46,118,50,70,60,120,24,0
985,10/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,1,60,-12,329,1,99,18,58,159,30,70,70,100,41,0
971,10/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,1,52,-33,405,1,71,17,27,123,30,70,60,100,44,0
253,10/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,1,56,-34,385,1,70,21,16,126,40,70,50,110,54,0
405,10/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,1,56,-34,385,1,70,21,16,126,40,70,50,110,54,0
435,10/1/2012 12:00:00 AM,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,1,45,-37,447,1,69,14,23,114,20,70,60,90,46,0
567,11/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,1,52,-13,509,1,73,47,-3,125,50,70,10,120,76,0
614,11/1/2012 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,1,46,-8,424,1,68,14,32,114,40,70,40,110,36,0
303,11/1/2012 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,1,52,-14,509,1,73,47,-4,125,40,70,10,110,77,0
720,11/1/2012 12:00:00 AM,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,1,59,-8,411,1,79,19,32,138,50,70,40,120,47,0
713,11/1/2012 12:00:00 AM,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,1,59,-8,411,1,79,19,32,138,50,70,40,120,47,0
718,11/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,1,50,-3,589,1,73,14,47,123,50,70,50,120,26,0
860,11/1/2012 12:00:00 AM,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,1,53,-14,380,1,71,17,26,124,50,70,40,120,45,0
435,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,1,54,2,885,1,78,15,52,132,50,70,50,120,26,0
505,11/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,1,43,-10,452,1,66,14,20,109,50,70,30,120,46,0
504,11/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,1,61,-9,-906,1,86,55,1,147,40,70,10,110,85,0
541,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,1,55,-14,410,1,69,20,16,124,50,70,30,120,53,0
860,11/1/2012 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,1,82,8,601,1,102,31,38,184,60,70,30,130,64,0
715,11/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,1,61,2,613,1,86,55,2,147,50,70,0,120,84,0
425,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,1,53,-1,321,1,88,16,49,141,30,70,50,100,39,0
419,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,1,47,-16,521,1,65,42,-6,112,40,70,10,110,71,0
513,12/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,1,54,-11,424,1,73,17,29,127,50,70,40,120,44,0
512,12/1/2012 12:00:00 AM,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,1,67,17,-1239,1,101,22,47,168,50,70,30,120,54,0
309,12/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,1,54,3,601,1,79,15,53,133,40,70,50,110,26,0
816,12/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1,63,-4,1075,1,76,19,36,139,60,70,40,130,40,0
959,12/1/2012 12:00:00 AM,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,1,49,-19,392,1,65,16,21,114,40,70,40,110,44,0
435,12/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,1,50,-3,898,1,73,14,47,123,40,70,50,110,26,0
603,12/1/2012 12:00:00 AM,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,1,52,-13,327,1,75,16,37,127,40,70,50,110,38,0
475,12/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,1,55,-12,627,1,76,49,-2,131,50,70,10,120,78,0
603,12/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,1,49,-14,335,1,69,44,-4,118,40,70,10,110,73,0
503,12/1/2012 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,1,41,-19,482,1,57,13,1,98,40,70,20,110,56,0
503,12/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,1,54,-12,424,1,73,17,28,127,50,70,40,120,45,0
405,12/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,1,65,2,403,1,80,24,22,145,60,70,20,130,58,0
435,12/1/2012 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,1,52,-4,327,1,75,16,36,127,40,70,40,110,39,0
801,12/1/2012 12:00:00 AM,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,1,48,-12,462,1,74,15,28,122,40,70,40,110,46,0
425,12/1/2012 12:00:00 AM,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,1,49,-4,845,1,71,13,46,120,40,70,50,110,25,0
860,12/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,1,50,-3,898,1,73,14,47,123,50,70,50,120,26,0
234,10/1/2013 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,1,51,-37,503,1,71,46,-7,130,40,70,30,110,76,0
614,10/1/2013 12:00:00 AM,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,1,52,-21,405,1,71,17,39,131,40,70,60,110,45,0
937,10/1/2013 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,1,43,-18,419,1,64,13,42,114,30,70,60,100,36,0
774,10/1/2013 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,1,51,-46,542,1,65,46,-16,124,30,70,30,100,76,0
682,10/1/2013 12:00:00 AM,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,1,72,32,-868,1,110,23,82,194,40,70,50,110,55,0
772,10/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,1,48,8,851,1,70,13,68,126,50,70,60,120,24,0
225,10/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,1,60,16,329,1,99,18,86,169,30,70,70,100,41,0
541,10/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,1,52,-20,405,1,71,17,40,131,30,70,60,100,44,0
425,10/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,1,56,-26,385,1,70,21,24,134,40,70,50,110,54,0
580,10/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,1,56,-26,385,1,70,21,24,134,40,70,50,110,54,0
435,10/1/2013 12:00:00 AM,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,1,45,-26,447,1,69,14,34,121,20,70,60,90,46,0
614,11/1/2013 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,1,52,-14,509,1,73,47,-4,133,50,70,10,120,76,0
234,11/1/2013 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,1,46,7,424,1,68,14,47,121,40,70,40,110,36,0
970,11/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,1,52,-16,509,1,73,47,-6,133,40,70,10,110,77,0
970,11/1/2013 12:00:00 AM,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,1,59,7,411,1,79,19,47,147,50,70,40,120,47,0
936,11/1/2013 12:00:00 AM,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,1,59,7,411,1,79,19,47,147,50,70,40,120,47,0
914,11/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,1,50,20,589,1,73,14,70,131,50,70,50,120,26,0
203,11/1/2013 12:00:00 AM,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,1,53,-1,380,1,71,17,39,132,50,70,40,120,45,0
435,11/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,1,54,27,885,1,78,15,77,141,50,70,50,120,26,0
505,11/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,1,43,0,452,1,66,14,30,116,50,70,30,120,46,0
318,11/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,1,61,-9,-906,1,86,55,1,157,40,70,10,110,85,0
503,11/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,1,55,-6,410,1,69,20,24,132,50,70,30,120,53,0
475,11/1/2013 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,1,82,26,601,1,102,31,56,196,60,70,30,130,64,0
715,11/1/2013 12:00:00 AM,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,1,61,3,613,1,86,55,3,157,50,70,0,120,84,0
509,11/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,1,53,23,321,1,88,16,73,150,30,70,50,100,39,0
513,12/1/2013 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,1,47,-19,521,1,65,42,-9,119,40,70,10,110,71,0
234,12/1/2013 12:00:00 AM,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,1,54,3,424,1,73,17,43,135,50,70,40,120,44,0
361,12/1/2013 12:00:00 AM,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,1,67,40,-1239,1,101,22,70,179,50,70,30,120,54,0
630,12/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,1,54,29,601,1,79,15,79,142,40,70,50,110,26,0
636,12/1/2013 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1,63,13,1075,1,76,19,53,148,60,70,40,130,40,0
203,12/1/2013 12:00:00 AM,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,1,49,-9,392,1,65,16,31,121,40,70,40,110,44,0
435,12/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,1,50,20,898,1,73,14,70,131,40,70,50,110,26,0
603,12/1/2013 12:00:00 AM,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,1,52,5,327,1,75,16,55,135,40,70,50,110,38,0
203,12/1/2013 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,1,55,-13,627,1,76,49,-3,140,50,70,10,120,78,0
603,12/1/2013 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,1,49,-16,335,1,69,44,-6,126,40,70,10,110,73,0
541,12/1/2013 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,1,41,-19,482,1,57,13,1,104,40,70,20,110,56,0
503,12/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,1,54,2,424,1,73,17,42,135,50,70,40,120,45,0
405,12/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,1,65,13,403,1,80,24,33,155,60,70,20,130,58,0
435,12/1/2013 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,1,52,13,327,1,75,16,53,135,40,70,40,110,39,0
435,12/1/2013 12:00:00 AM,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,1,48,2,462,1,74,15,42,130,40,70,40,110,46,0
425,12/1/2013 12:00:00 AM,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,1,49,18,845,1,71,13,68,128,40,70,50,110,25,0
959,12/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,1,50,20,898,1,73,14,70,131,50,70,50,120,26,0
937,10/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,1,21,-14,480,1,32,5,16,53,0,30,30,30,16,0
513,10/1/2012 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,1,27,-10,859,1,39,7,20,66,10,30,30,40,19,0
850,10/1/2012 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,1,56,-4,385,1,70,21,16,126,30,30,20,60,54,0
781,10/1/2012 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,1,54,-7,404,1,66,20,13,120,30,30,20,60,53,0
413,10/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,1,21,-15,480,1,32,5,15,53,20,30,30,50,17,0
505,10/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,1,39,-6,244,1,53,12,14,92,20,30,20,50,39,0
702,10/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,1,23,-13,800,1,35,6,17,58,10,30,30,40,18,0
563,10/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,1,21,-15,846,1,31,5,15,52,10,30,30,40,16,0
603,10/1/2012 12:00:00 AM,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,1,25,-22,209,1,31,9,-12,56,10,30,10,40,43,0
405,10/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,1,21,-15,480,1,32,5,15,53,0,30,30,30,17,0
702,10/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,1,0,2,430,1,43,0,32,43,0,30,30,30,11,0
603,10/1/2012 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,1,34,-23,240,1,43,12,-3,77,10,30,20,40,46,0
505,10/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,1,21,-16,846,1,31,5,14,52,10,30,30,40,17,0
971,10/1/2012 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,1,25,-13,820,1,36,7,17,61,10,30,30,40,19,0
314,10/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,1,34,-13,240,1,43,12,-3,77,10,30,10,40,46,0
603,10/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,1,21,-16,846,1,31,5,14,52,20,30,30,50,17,0
435,10/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,1,39,-6,244,1,53,12,14,92,10,30,20,40,39,0
360,10/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,1,46,1,449,1,67,14,31,113,20,30,30,50,36,0
775,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,1,22,-3,802,1,34,6,17,56,20,30,20,50,17,0
505,11/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,1,34,6,-522,1,42,12,-4,76,20,30,-10,50,46,0
253,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,1,22,-9,570,1,30,7,11,52,20,30,20,50,19,0
603,11/1/2012 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,1,33,-4,243,1,41,12,-4,74,20,30,0,50,45,0
505,11/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,1,29,-5,1003,1,35,8,5,64,20,30,10,50,30,0
503,11/1/2012 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,1,25,-1,823,1,38,7,19,63,20,30,20,50,19,0
603,11/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,1,15,-12,848,1,24,4,8,39,10,30,20,40,16,0
541,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,1,32,-2,482,1,48,8,28,80,20,30,30,50,20,0
435,11/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,1,35,-1,248,1,47,11,9,82,20,30,10,50,38,0
801,11/1/2012 12:00:00 AM,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,1,34,-3,211,1,42,12,-3,76,20,30,0,50,45,0
772,12/1/2012 12:00:00 AM,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,1,24,-8,567,1,32,7,12,56,10,30,20,40,20,0
505,12/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,1,38,12,256,1,51,12,12,89,30,30,0,60,39,0
702,12/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,1,23,-3,807,1,35,6,17,58,20,30,20,50,18,0
641,12/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,1,16,-10,851,1,25,4,10,41,10,30,20,40,15,0
563,12/1/2012 12:00:00 AM,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1,31,-2,1009,1,38,9,8,69,30,30,10,60,30,0
603,12/1/2012 12:00:00 AM,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,1,20,-16,218,1,25,7,-16,45,10,30,0,40,41,0
580,12/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,1,29,4,490,1,44,8,24,73,20,30,20,50,20,0
253,12/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,1,24,-7,567,1,32,7,13,56,20,30,20,50,19,0
541,12/1/2012 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,1,24,-1,829,1,36,6,19,60,20,30,20,50,17,0
603,12/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,1,16,-10,851,1,25,4,10,41,10,30,20,40,15,0
971,12/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,1,29,-5,490,1,44,8,25,73,20,30,30,50,19,0
937,10/1/2013 12:00:00 AM,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,1,21,-6,480,1,32,5,24,56,0,30,30,30,16,0
937,10/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,1,27,0,859,1,39,7,30,70,10,30,30,40,19,0
786,10/1/2013 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,1,56,4,385,1,70,21,24,134,30,30,20,60,54,0
339,10/1/2013 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,1,54,-1,404,1,66,20,19,128,30,30,20,60,53,0
781,10/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,1,21,-8,480,1,32,5,22,56,20,30,30,50,17,0
505,10/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,1,39,1,244,1,53,12,21,98,20,30,20,50,39,0
775,10/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,1,23,-5,800,1,35,6,25,62,10,30,30,40,18,0
515,10/1/2013 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,1,21,-8,846,1,31,5,22,55,10,30,30,40,16,0
603,10/1/2013 12:00:00 AM,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,1,25,-28,209,1,31,9,-18,60,10,30,10,40,43,0
580,10/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,1,21,-8,480,1,32,5,22,56,0,30,30,30,17,0
702,10/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,1,0,17,430,1,43,0,47,46,0,30,30,30,11,0
603,10/1/2013 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,1,34,-24,240,1,43,12,-4,82,10,30,20,40,46,0
505,10/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,1,21,-9,846,1,31,5,21,55,10,30,30,40,17,0
971,10/1/2013 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,1,25,-5,820,1,36,7,25,65,10,30,30,40,19,0
314,10/1/2013 12:00:00 AM,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,1,34,-14,240,1,43,12,-4,82,10,30,10,40,46,0
603,10/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,1,21,-9,846,1,31,5,21,55,20,30,30,50,17,0
435,10/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,1,39,1,244,1,53,12,21,98,10,30,20,40,39,0
509,10/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,1,46,16,449,1,67,14,46,120,20,30,30,50,36,0
775,11/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,1,22,5,802,1,34,6,25,60,20,30,20,50,17,0
505,11/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,1,34,4,-522,1,42,12,-6,81,20,30,-10,50,46,0
425,11/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,1,22,-4,570,1,30,7,16,55,20,30,20,50,19,0
603,11/1/2013 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,1,33,-6,243,1,41,12,-6,79,20,30,0,50,45,0
505,11/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,1,29,-3,1003,1,35,8,7,68,20,30,10,50,30,0
541,11/1/2013 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,1,25,8,823,1,38,7,28,67,20,30,20,50,19,0
603,11/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,1,15,-8,848,1,24,4,12,42,10,30,20,40,16,0
503,11/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,1,32,12,482,1,48,8,42,85,20,30,30,50,20,0
435,11/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,1,35,3,248,1,47,11,13,87,20,30,10,50,38,0
435,11/1/2013 12:00:00 AM,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,1,34,-4,211,1,42,12,-4,81,20,30,0,50,45,0
904,12/1/2013 12:00:00 AM,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,1,24,-2,567,1,32,7,18,60,10,30,20,40,20,0
505,12/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,1,38,18,256,1,51,12,18,95,30,30,0,60,39,0
775,12/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,1,23,5,807,1,35,6,25,62,20,30,20,50,18,0
563,12/1/2013 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,1,16,-5,851,1,25,4,15,44,10,30,20,40,15,0
641,12/1/2013 12:00:00 AM,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1,31,2,1009,1,38,9,12,74,30,30,10,60,30,0
603,12/1/2013 12:00:00 AM,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,1,20,-24,218,1,25,7,-24,48,10,30,0,40,41,0
580,12/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,1,29,16,490,1,44,8,36,78,20,30,20,50,20,0
206,12/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,1,24,-1,567,1,32,7,19,60,20,30,20,50,19,0
503,12/1/2013 12:00:00 AM,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,1,24,8,829,1,36,6,28,64,20,30,20,50,17,0
603,12/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,1,16,-5,851,1,25,4,15,44,10,30,20,40,15,0
